id,x,y,z
404,14.8934,-1.9459,-17.1174
405,-14.1066,12.0652,-98.9101
406,-14.1066,11.5876,-98.1174
407,16.8934,-1.9442,-16.1174
408,15.8934,-2.031,-15.9396
409,-37.7219,-33.054,-115.1174
410,-15.2584,10.9836,-98.0578
411,40.9032,-48.0574,-62.1395
412,39.8934,-48.7276,-62.1174
413,-37.6946,-33.054,-114.1174
414,14.933,-2.0552,-16.1266
415,49.8889,-7.0586,-31.1974
416,12.8934,-2.2272,-17.1174
417,13.9157,-2.0573,-17.1911
418,-38.6165,-31.2663,-116.6
419,-38.6015,-32.054,-116.1174
420,49.8198,-7.1268,-30.1174
421,13.8934,-2.1745,-16.1174
422,35.8934,-50.6403,-65.1174
423,12.8934,-2.3452,-16.1174
424,-39.1874,-31.1521,-116.1318
425,49.8029,-6.1514,-37.1174
426,34.9393,-51.0753,-65.1174
427,-38.1066,-32.4858,-115.1174
428,35.8934,-50.6972,-64.1174
429,-38.392,-32.054,-115.1174
430,49.7211,-6.2271,-36.1174
431,34.962,-51.0853,-64.1174
432,-38.2342,-32.2566,-114.1174
433,15.8934,-2.1381,-15.1174
434,16.8934,-2.0622,-15.1783
435,48.7927,-5.1484,-37.1174
436,-11.1066,12.3858,-97.1174
437,-9.9519,12.9126,-97.1835
438,35.8934,-50.7642,-63.1174
439,48.8934,-5.4067,-36.1174
440,-39.083,-30.9762,-115.2259
441,49.8934,-6.549,-35.1174
442,14.8934,-2.2219,-15.1174
443,-10.1066,12.2892,-96.1174
444,-9.1066,12.8341,-96.3303
445,35.0558,-51.1313,-63.1174
446,49.3933,-6.054,-35.1174
447,-38.9899,-30.8346,-114.1174
448,16.8934,-2.2238,-14.1174
449,15.8934,-2.2692,-14.1174
450,-11.0109,11.9248,-96.1555
451,35.7026,-50.9517,-62.1174
452,14.8934,-2.3534,-14.1174
453,49.2599,-6.054,-34.1174
454,-9.1066,11.946,-94.6033
455,-9.1066,11.7173,-94.1174
456,-8.579,11.946,-94.1174
457,-36.0926,-35.0366,-113.3323
458,-36.8123,-34.054,-113.1174
459,-8.1066,13.0452,-95.9128
460,-8.1066,12.6453,-95.1174
461,41.3733,-33.9547,-115.1569
462,40.8725,-35.0348,-115.0692
463,40.8907,-34.5712,-116.1169
464,40.9057,-33.7893,-115.862
465,48.8934,-5.5695,-35.1174
466,-8.5887,12.946,-96.1174
467,-9.1066,12.2,-95.1174
468,-35.9545,-34.8577,-112.1174
469,-36.5339,-34.054,-112.1174
470,41.584,-34.054,-114.1174
471,40.973,-35.1936,-114.1174
472,48.8934,-5.7082,-34.1174
473,13.8934,-2.327,-15.1174
474,-37.1066,-33.6145,-113.1174
475,-8.1066,12.1521,-94.1174
476,-37.1175,-33.072,-112.0197
477,12.8934,-2.4775,-15.1174
478,13.8934,-2.4594,-14.1174
479,-37.4735,-33.054,-113.1174
480,45.2673,-41.054,-76.1174
481,44.8934,-41.543,-76.1174
482,44.9723,-41.1577,-77.1174
483,48.9944,-5.9567,-33.1174
484,41.8925,-33.0509,-115.114
485,42.0044,-33.2634,-114.1174
486,12.8934,-2.6156,-14.1174
487,45.4842,-41.054,-75.1174
488,44.7839,-41.9178,-75.1174
489,-35.6651,-35.054,-111.1174
490,-36.2352,-34.2383,-111.1174
491,11.8934,-2.3982,-17.1174
492,-11.1066,11.2968,-95.1174
493,-9.8977,11.9002,-95.2062
494,48.9103,-6.0384,-31.9026
495,45.8039,-40.9424,-74.1174
496,44.8903,-42.0466,-74.1034
497,-35.5218,-35.054,-110.1174
498,-36.1347,-34.0752,-110.0522
499,10.8934,-2.6095,-17.1174
500,-10.1066,11.2708,-94.1174
501,45.8751,-40.0433,-77.0753
502,44.8731,-41.0415,-78.0658
503,45.7756,-39.9084,-78.1174
504,11.8934,-2.5395,-16.1174
505,-10.9502,10.9077,-94.1953
506,10.8934,-2.7909,-16.1174
507,-37.0332,-32.9265,-111.1174
508,48.8448,-6.0972,-31.1174
509,-36.7973,-33.054,-110.1174
510,9.6648,-2.9763,-17.1174
511,45.9849,-40.1652,-76.1174
512,43.1494,-31.054,-114.1174
513,42.8934,-31.534,-114.1174
514,42.8854,-31.0511,-115.1159
515,46.7924,-38.9222,-77.1174
516,48.7623,-6.1684,-30.1174
517,46.4635,-39.054,-78.1174
518,-38.0932,-32.0023,-113.1507
519,9.9296,-3.0783,-16.1828
520,-37.7123,-32.054,-112.1174
521,-15.1066,10.465,-97.1174
522,-14.1177,10.9569,-97.1082
523,46.8927,-39.0531,-76.1103
524,42.6199,-32.054,-114.1174
525,42.2633,-32.0718,-115.1594
526,-14.1066,10.3686,-96.1174
527,-13.0408,10.9288,-96.147
528,11.8934,-2.6687,-15.1174
529,56.3885,-18.054,-29.1174
530,56.6542,-19.054,-29.1174
531,56.6185,-19.054,-30.1174
532,56.3485,-18.054,-30.1174
533,-38.5691,-31.054,-113.1174
534,10.6734,-2.9859,-15.1174
535,56.4173,-18.054,-28.1174
536,56.6985,-19.054,-28.1174
537,-38.1834,-31.1905,-112.1174
538,47.3115,-39.054,-74.1174
539,46.8934,-39.5721,-74.1174
540,46.9922,-39.1739,-75.1174
541,-15.0109,9.9198,-96.1608
542,56.0788,-17.054,-29.1174
543,55.9606,-16.8714,-30.1174
544,11.8934,-2.8158,-14.1174
545,46.283,-40.054,-75.1174
546,45.8934,-40.543,-75.1174
547,56.1091,-17.054,-28.1174
548,41.8346,-33.948,-113.1174
549,41.2219,-35.054,-113.1174
550,10.9017,-3.0586,-14.132
551,56.4202,-18.054,-27.1174
552,56.7146,-19.054,-27.1174
553,-37.1066,-32.5288,-110.1174
554,-13.1066,10.2845,-95.1174
555,-11.9776,10.9146,-95.173
556,46.5111,-40.054,-74.1174
557,56.4259,-18.054,-26.1174
558,56.7358,-19.054,-26.1174
559,41.9188,-34.0992,-112.3429
560,41.4355,-35.054,-112.1174
561,-37.5488,-32.054,-111.1174
562,56.0829,-17.054,-27.1174
563,-12.1066,10.2739,-94.1174
564,42.3159,-33.054,-113.1174
565,7.8934,-2.869,-21.1174
566,-37.376,-32.054,-110.1174
567,56.08,-17.054,-26.1174
568,-13.0062,9.8907,-94.3223
569,7.3966,-3.054,-21.1174
570,-38.1162,-31.0626,-111.0882
571,55.8934,-16.5842,-29.1174
572,7.9431,-3.0887,-20.1869
573,55.669,-16.054,-29.1174
574,55.6519,-16.054,-30.1174
575,42.5422,-33.054,-112.1174
576,-15.1066,9.2937,-95.1174
577,-13.925,9.902,-95.1929
578,-38.0148,-30.8706,-110.1174
579,55.799,-16.2772,-28.1174
580,44.2702,-42.054,-77.1174
581,43.8934,-42.5229,-77.1174
582,43.9669,-42.1453,-78.1174
583,-14.1066,9.2154,-94.1174
584,43.0424,-43.2172,-78.1174
585,43.4411,-43.054,-77.1174
586,42.2047,-34.054,-111.1174
587,41.8934,-34.6063,-111.1174
588,55.2457,-15.054,-29.1174
589,55.2472,-15.054,-30.1174
590,44.5007,-42.054,-76.1174
591,43.789,-42.9331,-76.1174
592,41.6461,-35.054,-111.1174
593,55.2695,-15.054,-28.1174
594,-39.1012,-30.0331,-113.1322
595,42.4064,-34.054,-110.1174
596,41.8858,-35.0399,-110.0479
597,55.8934,-16.576,-27.1174
598,-38.7565,-30.054,-112.1174
599,55.6771,-16.054,-27.1174
600,42.8315,-32.9466,-111.1174
601,55.8934,-16.5676,-26.1174
602,-39.2052,-29.2322,-112.1174
603,42.9139,-33.0897,-110.316
604,55.688,-16.054,-26.1174
605,43.8778,-43.0451,-75.0716
606,-13.1066,11.4449,-97.1174
607,-12.0888,11.9416,-97.1249
608,-38.6687,-30.054,-111.1174
609,1.457,-11.054,1.8826
610,1.0482,-11.2233,0.8826
611,0.8934,-11.6592,1.8826
612,55.258,-15.054,-27.1174
613,-12.1066,11.3865,-96.1174
614,55.2664,-15.054,-26.1174
615,-38.4097,-30.054,-110.1174
616,43.9665,-43.1354,-74.1174
617,56.4785,-18.054,-25.1174
618,56.8532,-19.1743,-25.1174
619,43.3724,-31.054,-113.1174
620,42.8629,-32.0264,-113.0494
621,-39.1292,-29.0792,-111.0749
622,56.5404,-18.054,-24.1174
623,56.8892,-19.079,-24.0443
624,43.567,-31.054,-112.1174
625,42.9801,-32.2211,-112.1174
626,-38.8288,-29.054,-110.1174
627,56.126,-17.054,-25.1174
628,-39.1162,-28.0871,-110.0643
629,56.1645,-17.054,-24.1174
630,56.5844,-18.054,-23.1174
631,56.9134,-18.995,-23.1174
632,56.6277,-18.054,-22.1174
633,56.9418,-18.9132,-22.1174
634,43.333,-32.054,-111.1174
635,43.5528,-32.054,-110.1174
636,10.8934,-3.2238,-13.1174
637,11.6973,-3.0012,-13.1174
638,45.3483,-42.054,-72.1174
639,44.8934,-42.5795,-72.1174
640,45.0015,-42.1839,-73.1174
641,56.1932,-17.054,-23.1174
642,43.8889,-31.0365,-111.1039
643,56.2302,-17.054,-22.1174
644,44.1605,-31.054,-110.1174
645,43.8934,-31.4924,-110.1174
646,10.8934,-3.3643,-12.1174
647,11.9055,-3.0576,-12.1738
648,55.81,-16.2541,-25.1174
649,45.9007,-41.0627,-73.1863
650,2.8934,13.0108,-86.934
651,2.8934,12.7235,-86.1174
652,3.8922,12.9465,-86.1167
653,9.8934,-3.381,-14.1174
654,9.8934,-3.5116,-13.1174
655,8.8934,-3.7077,-14.1174
656,8.8934,-3.8335,-13.1174
657,55.8078,-16.2406,-24.1174
658,0.9951,12.9327,-88.1537
659,0.8934,12.5667,-87.1174
660,2.124,12.9174,-87.2077
661,46.0166,-41.2111,-72.1174
662,9.8934,-3.6474,-12.1174
663,45.7512,-41.8786,-71.1174
664,44.8077,-42.9603,-71.1174
665,1.8934,12.5026,-86.1174
666,55.266,-15.054,-25.1174
667,0.8934,12.2544,-86.1174
668,45.8204,-41.9681,-70.1174
669,44.8811,-43.0472,-70.0791
670,55.2464,-15.054,-24.1174
671,8.7966,-4.0162,-12.1174
672,46.3942,-41.054,-71.1174
673,55.8164,-16.2172,-23.1174
674,11.8934,-3.2228,-11.1174
675,12.7216,-3.013,-11.1174
676,-39.7819,-30.1203,-116.1793
677,10.8934,-3.4889,-11.1174
678,-39.625,-30.054,-115.1174
679,46.573,-41.054,-70.1174
680,55.8253,-16.1902,-22.1174
681,10.8934,13.0048,-82.9535
682,10.8934,12.7088,-82.1174
683,11.8934,12.873,-82.3501
684,11.8934,-3.3209,-10.1174
685,-39.393,-30.054,-114.1174
686,12.9314,-3.0625,-10.2761
687,8.8934,12.946,-83.5934
688,8.8934,12.7927,-83.1174
689,9.8914,12.9466,-83.1165
690,-40.1164,-29.0746,-115.0548
691,-40.0944,-29.5857,-116.1327
692,10.8934,-3.5926,-10.1174
693,55.2616,-15.054,-23.1174
694,9.8934,12.6317,-82.1174
695,-39.986,-29.0014,-116.202
696,47.5489,-39.054,-73.1174
697,46.8263,-39.9705,-73.1174
698,55.2603,-15.054,-22.1174
699,8.8934,-4.2674,-10.1174
700,9.6724,-3.9746,-10.1174
701,8.9968,-4.093,-11.1174
702,43.7908,-29.8518,-114.1174
703,43.4129,-30.0539,-115.1174
704,-39.8362,-29.054,-114.1174
705,54.8394,-14.1672,-30.1174
706,54.8408,-14.1637,-29.1174
707,8.8934,12.5206,-82.1174
708,9.8934,-3.7793,-11.1174
709,47.8074,-38.9407,-72.1174
710,46.91,-40.0749,-72.2921
711,54.8391,-14.1604,-28.1174
712,15.8934,12.9568,-82.085
713,15.8934,12.6544,-81.1174
714,16.8934,12.6531,-81.1174
715,16.9325,12.9476,-82.1149
716,8.8934,-4.054,-11.6232
717,14.7995,12.9516,-82.1086
718,14.8934,12.6616,-81.1174
719,44.181,-29.0434,-114.1258
720,43.6106,-29.0542,-114.9852
721,16.8934,12.3811,-80.1174
722,15.8934,12.3731,-80.1174
723,54.2837,-13.054,-29.1174
724,54.2936,-13.054,-30.1174
725,14.8934,12.3686,-80.1174
726,12.8934,-3.2061,-9.1174
727,13.82,-3.0394,-8.8922
728,54.2585,-13.054,-28.1174
729,13.8934,12.9334,-82.1533
730,13.8934,12.6341,-81.1174
731,54.8417,-14.1587,-27.1174
732,12.8934,-3.3236,-8.1174
733,12.8934,12.9092,-82.2341
734,12.8934,12.5775,-81.1174
735,14.1305,-3.0886,-8.1174
736,54.8319,-14.1725,-26.1174
737,13.8934,12.3681,-80.1174
738,-40.7788,-28.0199,-116.1077
739,-40.5879,-28.054,-115.1174
740,47.3746,-40.054,-70.1174
741,46.8934,-40.6557,-70.1174
742,47.0332,-40.2339,-71.1174
743,12.8934,12.3248,-80.1174
744,-40.2026,-28.2613,-114.1174
745,14.9169,-3.0564,-7.1796
746,14.8934,-3.193,-6.1174
747,15.9638,-3.0616,-6.264
