id,x,y,z
361,6.8839,75.5013,11.0152
362,7.1758,75.5323,10.7605
363,7.1628,76.007,10.7291
364,7.1845,75.0479,10.7877
365,6.8924,75.0164,11.0412
366,7.1863,74.0456,10.8277
367,7.188,74.5525,10.8105
368,6.8961,74.5213,11.0622
369,6.8946,74.0149,11.0776
370,10.2855,75.4976,4.466
371,10.1399,75.6099,4.9956
372,10.1397,75.1498,5.0423
373,10.2842,75.0341,4.5137
374,9.9828,75.2606,5.5564
375,9.9821,75.7178,5.5107
376,9.9774,74.7962,5.6003
377,10.1329,74.6831,5.0872
378,10.2765,74.5652,4.5598
379,9.641,75.4556,6.5374
380,9.8158,75.3637,6.055
381,9.8141,75.8182,6.0103
382,9.6378,75.9078,6.4937
383,9.6383,74.9942,6.5794
384,9.8118,74.9011,6.098
385,9.611,74.0349,6.6565
386,9.7811,73.943,6.1776
387,9.8006,74.4281,6.1389
388,9.6288,74.5213,6.6191
389,9.9646,74.3228,5.6423
390,9.9441,73.8384,5.6825
391,10.2618,74.0896,4.6045
392,10.1192,74.2087,5.1304
393,10.0975,73.7245,5.1721
394,10.239,73.6051,4.6475
395,-5.8433,68.1059,5.9569
396,-5.9589,68.6727,5.9482
397,-6.0591,68.614,5.484
398,-5.9402,68.0417,5.4957
399,-6.1879,69.195,5.4745
400,-6.0835,69.2472,5.9424
401,-6.2686,69.1376,5.0056
402,-6.1375,68.5511,5.0185
403,-6.0169,67.9743,5.0328
404,-6.4521,70.3474,5.4627
405,-6.3208,69.7758,5.4675
406,-6.2121,69.8218,5.9402
407,-6.3395,70.3886,5.9412
408,-6.538,70.2997,4.9828
409,-6.4039,69.7239,4.9938
410,-6.6309,70.1773,3.9913
411,-6.4975,69.5938,4.0145
412,-6.4626,69.664,4.5119
413,-6.5974,70.2438,4.4947
414,-6.3267,69.0732,4.5286
415,-6.3634,68.999,4.0365
416,-6.0753,67.9014,4.5623
417,-6.1957,68.4819,4.5451
418,-6.2346,68.404,4.0575
419,-6.1172,67.8207,4.0782
420,-4.9422,66.2217,7.7971
421,-4.8833,65.6936,7.8026
422,-4.6937,65.7567,8.2211
423,-4.7517,66.2843,8.2191
424,-4.6391,65.2284,8.2236
425,-4.8281,65.1652,7.8084
426,-4.4301,65.291,8.6241
427,-4.4842,65.8192,8.6251
428,-4.5409,66.346,8.6261
429,-4.5314,64.1667,8.2236
430,-4.5856,64.6983,8.2249
431,-4.7749,64.6358,7.8134
432,-4.7215,64.1052,7.8159
433,-4.3224,64.2288,8.6164
434,-4.3766,64.7612,8.6219
435,-3.8438,64.3567,9.3468
436,-3.898,64.8883,9.3605
437,-4.1474,64.8244,9.0012
438,-4.0932,64.292,8.9917
439,-4.2008,65.354,9.0072
440,-3.9509,65.4171,9.3705
441,-4.31,66.4069,9.0159
442,-4.2545,65.8813,9.0117
443,-4.0041,65.9435,9.3785
444,-4.0585,66.4679,9.3862
445,-5.3022,63.8613,6.0915
446,-5.3479,64.3822,6.074
447,-5.4488,64.3172,5.6313
448,-5.4066,63.8001,5.6528
449,-5.494,64.8379,5.6086
450,-5.3961,64.905,6.0553
451,-5.5782,64.7684,5.1594
452,-5.5367,64.2501,5.1858
453,-5.499,63.7367,5.2118
454,-5.6021,65.8866,5.5644
455,-5.5444,65.3612,5.5861
456,-5.4488,65.4296,6.0358
457,-5.508,65.9557,6.0168
458,-5.681,65.8154,5.1087
459,-5.6256,65.2905,5.1334
460,-5.8039,65.6626,4.1753
461,-5.7564,65.1397,4.2073
462,-5.6953,65.2171,4.6747
463,-5.7472,65.7412,4.6467
464,-5.6516,64.6963,4.7047
465,-5.7177,64.6201,4.242
466,-5.5819,63.6703,4.7661
467,-5.6146,64.1802,4.7356
468,-5.6858,64.1057,4.2779
469,-5.6586,63.5989,4.3136
470,-6.1347,67.4449,2.0497
471,-6.2174,68.0277,2.0032
472,-6.1699,67.9401,1.5161
473,-6.1,67.3595,1.569
474,-6.2526,68.5376,1.4616
475,-6.3125,68.6272,1.956
476,-6.1767,68.4547,0.9847
477,-6.1073,67.8604,1.0454
478,-6.0506,67.2831,1.1043
479,-6.4416,69.7384,1.3513
480,-6.3445,69.1408,1.4067
481,-6.4159,69.2312,1.9081
482,-6.5235,69.8278,1.8601
483,-6.3422,69.6525,0.8599
484,-6.2561,69.0555,0.9225
485,-6.1013,69.4939,-0.0802
486,-6.0391,68.9034,-0.0061
487,-6.1535,68.9763,0.4529
488,-6.2276,69.5708,0.3834
489,-6.0868,68.3793,0.5208
490,-5.9854,68.3121,0.0663
491,-5.9874,67.2162,0.6501
492,-6.0309,67.7892,0.5869
493,-5.9425,67.7281,0.136
494,-5.9122,67.1598,0.2022
495,-5.517,67.0239,-1.5557
496,-5.6268,67.0491,-1.1267
497,-5.6226,67.5992,-1.1899
498,-5.503,67.5685,-1.6154
499,-5.737,67.6349,-0.7547
500,-5.7302,67.0786,-0.689
501,-5.7557,68.204,-0.8251
502,-5.6303,68.1603,-1.2583
503,-5.4998,68.1218,-1.6803
504,-5.8441,67.6771,-0.312
505,-5.8259,67.1146,-0.2453
506,-5.8745,68.2542,-0.3831
507,-5.9657,69.4222,-0.5344
508,-5.9157,68.8382,-0.4575
509,-5.8229,69.3558,-0.9771
510,-5.7849,68.7798,-0.8995
511,-5.5062,68.6799,-1.75
512,-5.6478,68.7271,-1.331
513,-5.6738,69.2947,-1.4071
514,-5.5205,69.2385,-1.8236
515,-5.9347,64.5569,0.5085
516,-5.9542,64.6074,0.9512
517,-5.9442,65.1178,0.8866
518,-5.9152,65.0668,0.4434
519,-5.9557,64.0468,0.5767
520,-5.9672,64.0973,1.0189
521,-5.9602,64.6666,1.392
522,-5.9649,64.1557,1.4576
523,-5.9597,65.1779,1.3293
524,-5.9879,63.0298,0.7183
525,-5.9882,63.083,1.1585
526,-5.9794,63.5886,1.0883
527,-5.9747,63.5377,0.6471
528,-5.9709,63.6471,1.525
529,-5.9754,63.1424,1.5927
530,-5.9117,63.2808,2.4696
531,-5.9157,63.7846,2.4097
532,-5.9495,63.7125,1.9633
533,-5.95,63.2086,2.0277
534,-5.9497,64.2216,1.8993
535,-5.9225,64.2945,2.35
536,-5.9622,65.2468,1.7777
537,-5.9532,64.7337,1.8369
538,-5.9337,64.8081,2.2924
539,-5.9522,65.323,2.2374
540,-5.8456,62.8648,-1.1067
541,-5.904,62.9027,-0.652
542,-5.8743,63.4228,-0.7215
543,-5.8116,63.3899,-1.1747
544,-5.9222,63.457,-0.2633
545,-5.9467,62.9417,-0.1924
546,-5.8898,63.9707,-0.3309
547,-5.8361,63.9397,-0.7869
548,-5.7689,63.9102,-1.2376
549,-5.9554,63.4945,0.1947
550,-5.9744,62.9834,0.2661
551,-5.9297,64.0056,0.1253
552,-5.8723,65.0264,-0.0058
553,-5.9008,64.5162,0.0581
554,-5.8533,64.4828,-0.3959
555,-5.8164,64.9937,-0.4573
556,-5.721,64.4268,-1.296
557,-5.7931,64.4538,-0.8486
558,-5.7492,64.9662,-0.9067
559,-5.6713,64.9415,-1.3502
560,-6.2616,72.1579,-0.9125
561,-6.2059,71.6475,-0.8431
562,-6.3133,72.6501,-0.9796
563,-6.1108,72.5667,-1.4361
564,-6.0658,72.0743,-1.3662
565,-6.0184,71.5646,-1.294
566,-6.4071,73.5954,-1.1167
567,-6.3615,73.128,-1.0471
568,-6.1949,73.5138,-1.5797
569,-6.1537,73.0453,-1.5065
570,-5.7455,73.3562,-2.4364
571,-5.7145,72.884,-2.3582
572,-5.9367,72.9632,-1.9437
573,-5.9732,73.4334,-2.0201
574,-5.9,72.4835,-1.8711
575,-5.6843,72.4029,-2.2838
576,-5.8239,71.4825,-1.7255
577,-5.8626,71.9909,-1.7991
578,-5.6546,71.91,-2.2106
579,-5.6249,71.4028,-2.1367
580,-0.1113,72.5916,-7.9796
581,0.1508,72.5809,-8.09
582,0.1224,72.125,-8.0348
583,-0.1438,72.1349,-7.9332
584,0.3918,72.1147,-8.1334
585,0.4165,72.5707,-8.1976
586,0.3651,71.6553,-8.0697
587,0.0922,71.6648,-7.9798
588,-0.178,71.674,-7.8867
589,0.9416,72.0965,-8.3217
590,0.6647,72.1052,-8.2293
591,0.6862,72.5614,-8.302
592,0.9611,72.5537,-8.4023
593,0.9199,71.6368,-8.2413
594,0.641,71.6455,-8.1569
595,0.8692,70.6959,-8.0825
596,0.5866,70.7037,-8.0141
597,0.615,71.1796,-8.085
598,0.8959,71.1709,-8.1614
599,0.3364,71.1886,-8.0063
600,0.3054,70.7117,-7.9434
601,-0.214,71.2053,-7.8398
602,0.06,71.1976,-7.9249
603,0.026,70.7194,-7.8697
604,-0.2514,70.7262,-7.7923
605,-4.0308,70.9689,-4.8339
606,-4.2296,71.0043,-4.542
607,-4.1998,71.5015,-4.5952
608,-3.9948,71.4648,-4.8826
609,-4.4046,71.5424,-4.2958
610,-4.4273,71.0438,-4.2382
611,-4.3864,72.0346,-4.3558
612,-4.1746,71.9931,-4.6509
613,-3.9631,71.9554,-4.9336
614,-4.8231,71.1387,-3.5937
615,-4.8166,71.6398,-3.6594
616,-4.6101,71.5881,-3.984
617,-4.6248,71.0882,-3.9221
618,-4.5991,72.081,-4.0479
619,-4.8136,72.1332,-3.727
620,-4.5926,73.0483,-4.187
621,-4.5931,72.5677,-4.1153
622,-4.8148,72.6193,-3.7977
623,-4.8211,73.0993,-3.8729
624,-4.3731,72.5212,-4.4189
625,-4.3661,73.0024,-4.4864
626,-3.9372,72.4413,-4.9875
627,-4.1546,72.4793,-4.7096
628,-4.1412,72.9607,-4.7723
629,-3.9174,72.9227,-5.0454
630,-0.4135,68.6989,-7.5963
631,-0.1278,68.6956,-7.6545
632,-0.1708,68.176,-7.6063
633,-0.4569,68.1793,-7.5501
634,0.1169,68.1743,-7.6557
635,0.1591,68.6929,-7.7067
636,0.0734,67.6564,-7.6066
637,-0.2142,67.6577,-7.5591
638,-0.5009,67.6607,-7.5042
639,0.6912,68.1768,-7.7326
640,0.4045,68.1743,-7.6979
641,0.4462,68.6916,-7.7531
642,0.7326,68.6921,-7.7936
643,0.6477,67.6622,-7.675
644,0.3613,67.6579,-7.6455
645,0.5586,66.6509,-7.5599
646,0.2732,66.6431,-7.5399
647,0.3171,67.146,-7.5936
648,0.6033,67.1523,-7.618
649,0.0297,67.1435,-7.5576
650,-0.0137,66.6394,-7.5067
651,-0.5446,67.1465,-7.4575
652,-0.2579,67.144,-7.5117
653,-0.3011,66.6386,-7.4622
654,-0.5873,66.6404,-7.4085
655,3.0778,68.7566,-7.9501
656,3.4176,68.7745,-7.9334
657,3.3634,68.2871,-7.7923
658,3.0256,68.2667,-7.8135
659,3.7167,68.3116,-7.7551
660,3.7729,68.7978,-7.8987
661,3.6596,67.8257,-7.612
662,3.308,67.7995,-7.6525
663,2.9722,67.7768,-7.6787
664,4.4551,68.3783,-7.6128
665,4.0818,68.3418,-7.6967
666,4.14,68.8267,-7.8413
667,4.515,68.8627,-7.7569
668,4.3954,67.8939,-7.4687
669,4.0234,67.8569,-7.5524
670,4.2776,66.9308,-7.1863
671,3.9065,66.8936,-7.2692
672,3.9647,67.3738,-7.4095
673,4.3362,67.411,-7.3261
674,3.6021,67.3415,-7.4705
675,3.545,66.8606,-7.3316
676,2.9175,67.2891,-7.5461
677,3.2518,67.3136,-7.5144
678,3.1959,66.8317,-7.3791
679,2.8628,66.8055,-7.416
680,-0.7426,64.6888,-7.1693
681,-0.4589,64.6953,-7.2185
682,-0.4949,64.2074,-7.1434
683,-0.7775,64.1986,-7.0952
684,-0.2115,64.2171,-7.1806
685,-0.1745,64.7033,-7.257
686,-0.2464,63.7262,-7.0964
687,-0.5286,63.7147,-7.0607
688,-0.81,63.7037,-7.0138
689,0.3509,64.2433,-7.2073
690,0.0709,64.2288,-7.203
691,0.1089,64.7132,-7.2812
692,0.3901,64.7267,-7.2872
693,0.3134,63.7549,-7.1209
694,0.0347,63.7394,-7.1179
695,0.2462,62.7646,-6.9211
696,-0.0289,62.7467,-6.9196
697,0.0013,63.2453,-7.0238
698,0.2784,63.262,-7.026
699,-0.2784,63.2306,-7.0035
700,-0.3068,62.7304,-6.9007
701,-0.8392,63.2043,-6.9236
702,-0.5593,63.2171,-6.9691
703,-0.5858,62.7152,-6.8675
704,-0.8642,62.7002,-6.8238
705,2.6498,64.9043,-6.9376
706,2.9781,64.932,-6.8817
707,2.9267,64.4501,-6.7726
708,2.5996,64.4224,-6.8327
709,3.2713,64.4798,-6.7084
710,3.3235,64.9614,-6.821
711,3.2199,63.9936,-6.5995
712,2.8763,63.9634,-6.6672
713,2.5504,63.9355,-6.7309
714,4.0024,64.5455,-6.5578
715,3.6306,64.5117,-6.6375
716,3.6833,64.9934,-6.7528
717,4.0551,65.0276,-6.6734
718,3.9502,64.0591,-6.445
719,3.5784,64.0256,-6.5259
720,3.8413,63.0755,-6.2195
721,3.4713,63.0425,-6.3024
722,3.5257,63.5357,-6.415
723,3.8968,63.5689,-6.3331
724,3.1679,63.5035,-6.4909
725,3.1147,63.0103,-6.3801
726,2.5012,63.4445,-6.6287
727,2.8256,63.473,-6.5618
728,2.7741,62.9796,-6.4532
729,2.4515,62.9509,-6.5221
730,-4.4226,66.8534,-4.4998
731,-4.5876,66.8741,-4.1852
732,-4.5317,67.397,-4.2227
733,-4.3654,67.3747,-4.5368
734,-4.6887,67.4199,-3.8938
735,-4.7424,66.8953,-3.8551
736,-4.6393,67.9451,-3.935
737,-4.4787,67.9198,-4.2621
738,-4.3102,67.8959,-4.5748
739,-4.9804,67.4671,-3.1909
740,-4.8378,67.4434,-3.5498
741,-4.8882,66.9168,-3.5093
742,-5.0261,66.938,-3.148
743,-4.9417,67.9982,-3.2379
744,-4.7931,67.9713,-3.5935
745,-4.8833,69.0604,-3.3438
746,-4.7195,69.0247,-3.6911
747,-4.7539,68.4989,-3.6406
748,-4.9095,68.5298,-3.2888
749,-4.5941,68.4694,-3.979
750,-4.5532,68.992,-4.0257
751,-4.2573,68.4157,-4.614
752,-4.4291,68.4417,-4.3036
753,-4.3826,68.9616,-4.347
754,-4.2063,68.9333,-4.6549
755,-5.259,64.8446,-2.9959
756,-5.1262,64.8224,-3.3612
757,-5.1819,64.2955,-3.318
758,-5.316,64.3192,-2.9525
759,-5.0343,64.2735,-3.6631
760,-4.9806,64.8011,-3.7071
761,-5.082,63.7417,-3.6137
762,-5.2318,63.7647,-3.2693
763,-5.3677,63.7904,-2.904
764,-4.6997,64.2353,-4.3008
765,-4.8735,64.2533,-3.99
766,-4.8221,64.7817,-4.0352
767,-4.651,64.7634,-4.3473
768,-4.7422,63.7032,-4.2482
769,-4.9187,63.721,-3.939
770,-4.8041,62.6213,-4.1218
771,-4.9851,62.639,-3.8157
772,-4.9564,63.1834,-3.8811
773,-4.7774,63.1656,-4.189
774,-5.1222,63.2043,-3.5572
775,-5.1529,62.6608,-3.4928
776,-5.4119,63.2563,-2.8486
777,-5.274,63.2286,-3.2139
778,-5.307,62.686,-3.1502
779,-5.4463,62.7157,-2.7852
780,5.3665,4.8978,4.0909
781,5.2906,5.1532,3.99
782,5.2454,5.2626,4.3793
783,5.3168,4.9927,4.4779
784,5.1687,5.5317,4.2657
785,5.2099,5.4064,3.8754
786,5.1305,5.6533,4.6715
787,5.2027,5.3667,4.7816
788,5.2691,5.0823,4.876
789,4.9917,6.0486,3.9648
790,5.0848,5.7952,4.1299
